m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,ticks
22.258587,3.0393372,-18.603975,16.255157,-0.32682258,0.29016876,0.2766064,12.590805,-49.760223,24.328438,-38.567238,-1.0116681,0.43016577,-0.057433426,12.92369,18.157593,17.497986,43.561485,0.27102757,0.6350871,0.5300551,247
16.342701,47.559586,-49.472744,-13.325058,3.400289,-1.7720549,-3.0597694,26.96915,35.29158,-18.84144,-23.919725,0.12269562,-0.34796917,0.31302577,24.374508,17.76397,-48.81988,-24.294191,-0.384516,0.2880764,0.35041118,260
20.2221,21.2156,-18.735266,-9.121704,-0.35724592,2.658907,2.1970959,21.2631,15.349083,-0.92733383,-23.85484,0.7772136,-3.3354127,-0.39329052,29.307907,-11.790531,15.136192,-21.094364,-1.2884045,1.1915455,0.61792946,6337
12.361794,-46.72221,41.016663,-16.839851,0.17780972,-0.44242954,-2.7038674,22.011814,19.129028,-10.815437,-25.381714,-1.4370462,1.0234191,-0.83393973,22.074306,-12.970097,25.387749,32.598152,1.3316467,2.1172037,1.135588,412
11.595612,-25.04629,47.821846,-36.96627,-1.8418208,-0.032050606,-0.073489845,29.620005,-46.420773,-42.703743,19.943329,-1.5509828,-1.8478427,-0.5575023,17.334908,-28.033686,8.84193,11.574478,0.8936773,1.1834675,-1.3613985,10000
19.384201,31.040466,34.051605,1.8233833,-0.47681004,-1.5647451,0.10659297,19.278957,35.370117,-49.90121,-35.443455,0.75873315,-0.025782453,-0.096861325,14.623627,-24.236935,-40.429222,-47.63494,0.066031255,0.11872356,-0.17008193,341
20.988285,-46.871696,-31.377804,-35.49544,0.61890674,-0.50973386,0.2590062,15.235232,-20.87903,-32.219307,8.785641,3.9050217,-1.0223448,1.6241498,17.26715,-31.120724,-12.314449,9.275799,0.30054247,-0.22635673,0.8244799,453
17.40958,9.135662,28.28537,11.690723,-0.96781254,-3.24256,1.3458581,22.527403,24.545609,-12.156677,-3.5564232,-1.0760617,1.979037,-2.1603258,27.00556,24.471542,-34.679466,-20.141232,-1.4699113,0.4218812,4.280134,14
16.876873,-49.58713,-35.626835,-33.518997,0.4742069,-1.6509306,0.83203393,21.423004,20.658905,-36.53446,12.298851,-2.3794584,-0.09442997,0.10631561,29.278534,27.435753,47.529587,-18.910498,0.63856566,1.382742,1.3729516,10000
24.296597,-44.78982,-5.8168106,-22.651731,-0.6044655,2.6846666,1.740941,10.915644,-39.06886,13.67688,2.9270248,-1.1926441,1.0905573,1.0176761,29.771404,46.768494,-27.990849,-36.28506,0.7202907,-1.5363698,-0.48479113,82
